posting_text,label,has_whatsapp_apply,has_registration_fee,has_company_email,has_duration_mentioned,has_no_interview,has_earn_daily,text_length
"Digital Marketing Internship at CRED in Bengaluru. Mode: Remote. Duration 6 months. Stipend ₹15000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,239
"Cloud Computing Internship at Zoho in Pune. Mode: Hybrid. Duration 3 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,232
"QA Testing Internship at Myntra in Hyderabad. Mode: Remote. Duration 3 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,234
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,1,0,0,1,1,1,101
"Cybersecurity Internship at Wipro in Hyderabad. Mode: Hybrid. Duration 2 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,236
Urgent hiring for interns. Guaranteed income of ₹500/day. Limited seats. Instant selection after payment.,0,0,1,0,1,1,0,105
"Digital Marketing Internship at Nykaa in Hyderabad. Mode: On-site. Duration 2 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,241
"Software Development Internship at Accenture in Noida. Mode: Remote. Duration 6 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,243
"Cloud Computing Internship at Accenture in Delhi. Mode: Hybrid. Duration 4 months. Stipend ₹10000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,238
"Business Analytics Internship at L&T in Delhi. Mode: On-site. Duration 4 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,236
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,1,0,0,1,1,1,103
"UI/UX Design Internship at Nykaa in Noida. Mode: Hybrid. Duration 3 months. Stipend ₹15000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,231
Urgent hiring for interns. Guaranteed income of ₹2000/day. Limited seats. Instant selection after payment.,0,0,1,0,1,1,0,106
"UI/UX Design Internship at Tech Mahindra in Gurugram. Mode: Remote. Duration 3 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,242
"Frontend Development Internship at Tech Mahindra in Pune. Mode: On-site. Duration 3 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,247
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,1,1,0,1,1,0,103
"Business Analytics Internship at Paytm in Noida. Mode: On-site. Duration 3 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,238
"Embedded Systems Internship at Amazon India in Chennai. Mode: On-site. Duration 3 months. Stipend ₹15000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,245
"Frontend Development Internship at Razorpay in Mumbai. Mode: Remote. Duration 3 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,243
"Embedded Systems Internship at HCLTech in Mumbai. Mode: Remote. Duration 4 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,238
"Digital Marketing Internship at HCLTech in Pune. Mode: Hybrid. Duration 3 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,237
"Backend Development Internship at TCS in Hyderabad. Mode: Remote. Duration 4 months. Stipend ₹5000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,239
"Software Development Internship at L&T in Chennai. Mode: Hybrid. Duration 3 months. Stipend ₹5000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,238
"Machine Learning Internship at Razorpay in Hyderabad. Mode: On-site. Duration 6 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,243
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,1,1,0,1,0,1,103
"QA Testing Internship at Amazon India in Mumbai. Mode: Remote. Duration 3 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,237
"Business Analytics Internship at Razorpay in Noida. Mode: On-site. Duration 4 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,241
"Mobile App Development Internship at Google India in Hyderabad. Mode: On-site. Duration 4 months. Stipend ₹15000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,253
"DevOps Internship at Amazon India in Bengaluru. Mode: Hybrid. Duration 4 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,236
Urgent hiring for interns. Guaranteed income of ₹1500/day. Limited seats. Instant selection after payment.,0,0,0,0,1,1,1,106
"Software Development Internship at Wipro in Mumbai. Mode: On-site. Duration 6 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,241
"Software Development Internship at Zoho in Bengaluru. Mode: Remote. Duration 6 months. Stipend ₹5000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,241
"DevOps Internship at Nykaa in Pune. Mode: Hybrid. Duration 2 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,224
"Backend Development Internship at Infosys in Noida. Mode: Hybrid. Duration 4 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,240
"Frontend Development Internship at Naukri in Chennai. Mode: On-site. Duration 6 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,243
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,0,1,0,0,1,1,103
"Software Development Internship at Microsoft India in Delhi. Mode: Remote. Duration 2 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,249
"Mobile App Development Internship at HCLTech in Pune. Mode: On-site. Duration 3 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,243
"QA Testing Internship at Wipro in Delhi. Mode: Remote. Duration 6 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,229
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,1,1,0,1,1,1,101
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,1,0,0,1,1,1,101
Urgent hiring for interns. Guaranteed income of ₹2000/day. Limited seats. Instant selection after payment.,0,1,1,0,1,0,1,106
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,1,0,0,1,1,1,101
"QA Testing Internship at Amazon India in Pune. Mode: On-site. Duration 3 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,236
"Full Stack Development Internship at Zoho in Gurugram. Mode: Hybrid. Duration 4 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,242
"Backend Development Internship at Paytm in Pune. Mode: On-site. Duration 4 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,237
"Software Development Internship at Naukri in Gurugram. Mode: Hybrid. Duration 2 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,242
"Frontend Development Internship at Deloitte India in Delhi. Mode: Hybrid. Duration 4 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,248
"Cloud Computing Internship at Deloitte India in Bengaluru. Mode: Hybrid. Duration 6 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,247
"Backend Development Internship at Freshworks in Gurugram. Mode: On-site. Duration 2 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,246
"Machine Learning Internship at L&T in Noida. Mode: Hybrid. Duration 4 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,233
"Frontend Development Internship at HCLTech in Hyderabad. Mode: Hybrid. Duration 6 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,245
